Reference Year,Facility Name,City,Province,Total Emissions (CO2e)
2017,Lieu d'enfouissement de St-Lambert de Lauzon (LET/LES),ST-LAMBERT DE LAUZON,Quebec,27038.86226
2017,Baptiste Comp Stn 06-21,CALGARY,Alberta,20605.552
2017,Berrymoor Sour Gas Plant 11-31,,Alberta,11028.111
2017,Sand Creek Sour Gas Plant,CALGARY,Alberta,18847.138
2017,Gilby West Sour Comp Stn 11-20,CALGARY,Alberta,15822.185
2017,Mervin EOR Central Facility 11-36-049-20W3,TURTLE RIVER,Saskatchewan,23695.6352
2017,Lashburn EOR Central Facility 12-01-049-24W3,ELDON,Saskatchewan,40907.80319
2017,Lloyd Single Well Oil Battery 03-14-049-27W3,WILTON,Saskatchewan,21389.3441
2017,Celtic Single Well Oil Battery 14-06-052-23W3,FRENCH BUTTE,Saskatchewan,12663.2362
2017,Celtic Single Well Oil Battery 16-06-052-23W3,FRENCH BUTTE,Saskatchewan,15870.3149
2017,EDAM Single Well Oil Battery 07-24-049-20W3,TURTLE RIVER,Saskatchewan,11007.7176
2017,Lloyd Single Well Oil Battery 02-17-052-23W3,FRENCHMAN BUTTE,Saskatchewan,14594.4099
2017,Maidstone Single Well Oil Battery A16-34 BT 16-34-050-23W3,ELDON,Saskatchewan,22776.9325
2017,Marsden Single Well Oil Battery 01-30-044-26W3,MANITOU LAKE,Saskatchewan,13255.4322
2017,Marsden Single Well Oil Battery 13-16-044-26W3,MANITOU LAKE,Saskatchewan,29943.44867
2017,TANGLEFLAGS Oil Battery 05-19-051-25W3,BRITANNIA,Saskatchewan,48446.5545
2017,Wainwright Multiwell Oil Battery 08-28-045-06W4,WAINWRIGHT NO. 61,Alberta,16767.0929
2017,Wainwright Multiwell Oil Battery 09-32-045-06W4,WAINWRIGHT NO. 61,Alberta,11631.3519
2017,Wainwright Multiwell Oil Battery 16-09-045-06W4,WAINWRIGHT NO. 61,Alberta,11086.9348
2017,Whitemud Oil MWB 03-21,,Saskatchewan,52490.327
2017,Cantuar Oil MWB 15-15,,Saskatchewan,35707.446
2017,SEEP Ethane Extraction Plant 13-19,,Saskatchewan,27450.825
2017,Torquay Oil SWB 02-16,,Saskatchewan,29329.199
2017,Bromhead Oil SWB 13-36,,Saskatchewan,24133.898
2017,Bromhead Oil SWB 01-21,,Saskatchewan,23299.228
2017,Torquay Oil SWB 04-26,,Saskatchewan,20061.237
2017,Viewfield Oil SWB 04-13,,Saskatchewan,18899.432
2017,Viewfield Oil SWB 13-12,,Saskatchewan,18102.517
2017,Swan Hills Oil MWB 12-36,,Alberta,16736.143
2017,Flat Lake Sour Gas Plant 09-16,,Saskatchewan,15764.957
2017,Avon Hill Oil MWB 03-16,,Saskatchewan,15124.195
2017,Viewfield Oil SWB 06-18,,Saskatchewan,16215.078
2017,Torquay Oil SWB 02-31,,Saskatchewan,16167.567
2017,Lucky Hills Oil MWB 15-10,,Saskatchewan,14289.005
2017,Bromhead Oil SWB 03-18,,Saskatchewan,15710.39
2017,North Rapdan Oil MWB 06-09,,Saskatchewan,14134.479
2017,Oungre Oil SWB 04-34,,Saskatchewan,14858.943
2017,Torquay Oil SWB 01-31,,Saskatchewan,14106.497
2017,Torquay Oil SWB 02-18,,Saskatchewan,13572.679
2017,Viewfield Oil SWB 01-14,,Saskatchewan,13332.22
2017,Oungre Oil MWB 14-27,,Saskatchewan,12205.997
2017,Oungre Oil SWB 03-12,,Saskatchewan,12933.749
2017,Viewfield Oil SWB 03-18,,Saskatchewan,12683.506
2017,Rapdan Sour Gas Plant 13-01,,Saskatchewan,10446.122
2017,Oungre Oil SWB 04-02,,Saskatchewan,11334.336
2017,Sinclair C02 03-04-008-29 W1M,SINCLAIR,Manitoba,425.24
2017,Redcliff Cypress Regional Landfill,CYPRESS COUNTY,Alberta,30077.43
2017,Doe 02-11-080-16W6 GPP,DOE,British Columbia,40781.79164
2017,Sunrise 09-10,SUNRISE,British Columbia,17949.02788
2017,Wilrich 16-27 Compressor Station,,Alberta,16112.348
2017,Winnipeg,WINNIPEG,Manitoba,15376.2423
2017,Drumheller & District Regional Landfill,DRUMHELLER,Alberta,16936.17
2017,Hebron Platform,ST. JOHN'S,Newfoundland and Labrador,28184.5166
2017,PRAXAIR CANADA INC. CHATHAM CARBON DIOXIDE PLANT,CHATHAM,Ontario,37648.176
2017,Park Road Landfill,GRIMSBY,Ontario,12647.824
2017,NAIT - Main Campus,EDMONTON,Alberta,11942.23
2017,TORC Pinto Oil Battery 02-25-002-03W2,,Saskatchewan,22811.508
2017,TORC et Al Weir Hill Oil Battery 11-25-005-06W2,,Saskatchewan,34845.902
2017,101/01-21-028-24W3/0 (4B1-20) SWB,KINDERSLEY,Saskatchewan,16302.4991
2017,101/01-29-033-23W3/0 (3A1-29) SWB,OAKDALE,Saskatchewan,19814.1242
2017,101/03-03-030-25W3/0 (3D3-4) SWB,KINDERSLEY,Saskatchewan,13454.977
2017,101/04-26-032-24W3/0 (8B1-26) SWB,OAKDALE,Saskatchewan,23132.893
2017,101/06-26-032-24W3/0 (4B8-26) SWB,OAKDALE,Saskatchewan,25561.906
2017,101/09-28-032-24W3/0 (8B12-28) SWB,OAKDALE,Saskatchewan,26321.7916
2017,101/12-05-030-24W3/0 (2D12-4) SWB,KINDERSLEY,Saskatchewan,24447.0991
2017,101/12-28-029-25W3/0 (4C12-27) SWB,KINDERSLEY,Saskatchewan,19519.4539
2017,101/13-05-030-25W3/0 (3A4-5) SWB,KINDERSLEY,Saskatchewan,18177.0407
2017,101/13-25-029-24W3/0 (4B13-30) SWB,KINDERSLEY,Saskatchewan,28770.7212
2017,101/13-27-032-24W3/0 (3B3-27) SWB,OAKDALE,Saskatchewan,23807.7259
2017,105/03-24-033-24W3/0 (7A2-23) SWB,OAKDALE,Saskatchewan,14357.2046
2017,192/14-27-032-24W3/0 (2D3-27) SWB,OAKDALE,Saskatchewan,13359.517
2017,7Gen Pad 12-14 12-14-063-05W6,KAKWA,Alberta,28209.4
2017,7Gen 08-07 08-07-063-04W6,KAKWA,Alberta,11798.4
2017,Tangleflags 01-16-051-24W3,TANGLEFLAGS,Saskatchewan,12393.95071
2017,CELTIC 15-30-051-22W3,CELTIC,Saskatchewan,12520.24483
2017,Harmon Valley 04-14-084-19W5,HARMON VALLEY,Alberta,14952.33334
2017,1972 Landfill (non-operating),RED DEER,Alberta,47327.95
2017,HOME QUARTER 1-5-30-25W3 GGS,KINDERSLEY,Saskatchewan,12369.6978
2017,MORGAN EAGLE LAKE UNIT 11-9,WINSLOW,Saskatchewan,14047.5305
2017,WHITESIDE 15-32-29-25W3,KINDERSLEY,Saskatchewan,25994.5985
2017,COMPASS 16-16,KINDERSLEY,Saskatchewan,54906.1583
2017,101/01-21-033-23W3/0 (3A6-21) SWB,OAKDALE,Saskatchewan,11904.9799
2017,Steinbach Class 1 Waste Disposal Ground,STEINBACH,Manitoba,20815.702
2017,Wembley Comp Station 06-27,,Alberta,13360.562
2017,Cutbank Comp Stn 10-36,,Alberta,13101.53
2017,Olymel s.e.c. Ste-Rosalie,ST-HYACINTHE,Quebec,10357.383
2017,Henry Goodrich,ST.JOHN'S,Newfoundland and Labrador,28463.29
2017,Transocean Barents,ST. JOHN'S,Newfoundland and Labrador,24554.76
2017,Knockholt Sub-Regional Landfill,"RURAL - CLOSEST TOWN HOUSTON, BC",British Columbia,12155.58192
2017,Ansell Sweet Gas Plant 01-24,,Alberta,38090.499
2017,Bilbo Compressor Station 04-23,,Alberta,37591.099
2017,Cecilia Sweet Gas Plant 14-36,,Alberta,37462.004
2017,Anderson Gas Battery 15-03,,Alberta,28192.686
2017,Knopcik Sweet Gas Plant 09-10,,Alberta,28543.308
2017,Duncan Compressor Station 10-36,,Alberta,25869.929
2017,Chincaga Sweet Gas Plant 01-24,,Alberta,24996.888
2017,Tilley West Compressor Station 01-03,,Alberta,21760.537
2017,Leland Compressor Station 16-27,,Alberta,21541.785
2017,Botha Sour Gas Plant 07-16,,Alberta,19092.069
2017,Swan Hills Compressor Station 03-18,,Alberta,19041.529
2017,Obed Gas Battery 14-32,,Alberta,18951.847
2017,Verger Compressor Station 04-02,,Alberta,17862.388
2017,Wild River West Gas Battery 08-30,,Alberta,16417.01
2017,City of Medicine Hat Landfill,CYPRESS COUNTY,Alberta,49725.8255
2017,Karr Creek Oil Battery 15-36,,Alberta,16317.048
2017,Bantry Gas Battery 05-08,,Alberta,16401.132
2017,Hamburg Sweet Gas Plant 11-33,,Alberta,15561.19
2017,Narraway Gas Battery 08-33-063-13W6,,Alberta,15265.831
2017,Hangingstone Compressor Station 11-10,,Alberta,14649.275
2017,Nanaimo Regional Landfill,NANAIMO,British Columbia,38234.28587
2017,Gold Creek Gas Battery 10-05,,Alberta,13973.281
2017,Hatton Senate Compressor Station 01-04,,Saskatchewan,13914.458
2017,Bilbo Compressor Station 06-08-065-09W6,,Alberta,12797.904
2017,Claresholm Sweet Gas Plant 13-31-011-26W4,,Alberta,12718.494
2017,Fox Valley Compressor Station 12-10-017-25W3,,Saskatchewan,12462.968
2017,North Hotchkiss Sour Gas Plant 02-35-094-02W6,,Alberta,12429.506
2017,Hatton Senate Compressor Station 04-28-014-29W3,,Saskatchewan,12635.816
2017,Wembley Oil Battery 14-03-073-08W6,,Alberta,11981.705
2017,Bilbo Compressor Station 06-34-065-08W6,,Alberta,11713.863
2017,Karr Creek Compressor Station 12-35-063-02W6,,Alberta,11256.712
2017,Hatton Senate Compressor Station 16-15-016-28W3,,Saskatchewan,11300.478
2017,West Wolf 10-3 Gas Plant,YELLOWHEAD,Alberta,28566.0555
2017,Wilde Hills Compressor Station 04-09,,Saskatchewan,11238.453
2017,Princess Gas Battery 01-14,,Alberta,10458.525
2017,Natural Gas Distribution System,WINNIPEG,Manitoba,23766.29
2017,Chemtrade - Fort Mcmurray GP Inc.,FORT MCMURRARY,Alberta,10605.4655
2017,Amoco Kirby,WOOD BUFFALO,Alberta,29990.6596
2017,Ciment McInnis inc.,PORT-DANIEL-GASCONS,Quebec,330200.718
2017,BRAZEAU 14-30-45-11W5 MWOB,BRAZEAU,Alberta,16971.1985
2017,INNES GAS PLANT 12-22-7-11-W2,GRIFFIN,Saskatchewan,25941.5387
2017,Newell Regional Landfill,BROOKS,Alberta,12251.26
2017,PETRO-CAN MED HAT #3,MEDICINE HAT,Alberta,36650.5383
2017,PETRO-CAN ALDERSON,ALDERSON,Alberta,31710.6132
2017,PETRO-CAN MED HAT #1,MEDICINE HAT,Alberta,19716.8008
2017,Pouce Coupe Battery 6-3,POUCE COUPE,Alberta,18003.237
2017,Gilby 2-27 Gas Plant,GILBY,Alberta,16682.262
2017,PETRO-CAN GILBY,GILBY,Alberta,14987.7818
2017,Hanlan 6-21 Dehy,HANLAN,Alberta,13791.1593
2017,TALISMAN LOVETT RIVER 2-20,,Alberta,11761.6382
2017,Turner Valley Battery 6-16,,Alberta,65141.7076
2017,Willesden Gn 16-12-42-6W5,,Alberta,10392.1163
2017,MORNINGSIDE 11-35 COMP,,Alberta,15490.1986
2017,WILSON CREEK 15-03-043-04W5 GGS,,Alberta,16571.3316
2017,Fairborne Marlboro 05-29 Sweet Gp,,Alberta,19614.4291
2017,SOUTH ROSEVEAR 11-36-53-15,,Alberta,21915.4902
2017,Willesden Green 10-34-40-06w5 Ggs,,Alberta,21434.0025
2017,Pine Creek 12-2-56-19 Multiwell Gas,,Alberta,28944.5311
2017,ANSELL GGS 12-31,ANSELL,Alberta,51097.3849
2017,Gilby 03-28-41-4 Ggs,GILBY,Alberta,40507.9567
2017,BILBO GAS PLANT,GREENVIEW,Alberta,45948.0287
2017,LET de Neuville,NEUVILLE,Quebec,48649.397
2017,PCR FERRIER 7-16 COMP.,FERRIER - WEST,Alberta,29959.1147
2017,Pembina Blue Rapids 04-08-047-09W5,PEMBINA,Alberta,28800.9019
2017,CASCADE VALHALLA,VALHALLA/POUCE COUPE,Alberta,17998.5177
2017,Fort McMurray Regional Landfill,FORT MCMURRAY,Alberta,65585.56949
2017,Chain Gas Plant 06-11,,Alberta,11365.452
2017,Paddle River Sour Gas Processing Plant,PADDLE RIVER,Alberta,18198.366
2017,West Seal Bitumen Battery 14-05,CALGARY,Alberta,16383.52
2017,Seal Bitumen Battery 13-05,CALGARY,Alberta,15919.091
2017,HV South Bitumen Battery 16-13,CALGARY,Alberta,15159.864
2017,Seal Bitumen Battery 16-01,CALGARY,Alberta,13550.955
2017,West Seal Battery 11-26,CALGARY,Alberta,12325.022
2017,West Seal Bitumen Battery 15-06,CALGARY,Alberta,11593.117
2017,Seal Bitumen Battery 05-32,CALGARY,Alberta,10621.334
2017,Leduc & District Regional Waste Facility,LEDUC,Alberta,55176.44
2017,Placid 6-29,FOX CREEK,Alberta,26801.9899
2017,Brockville Activated Alumina Plant,BROCKVILLE,Ontario,11291.366
2017,Jayar 06-08-062-03W6,CALGARY,Alberta,20993.7313
2017,North York Division,TORONTO,Ontario,18493.145
2017,Whitby,WHITBY,Ontario,5274.3017
2017,Tembec Matane,MATANE,Quebec,2625.164
2017,Armstrong Spallumcheen Recycling and Disposal Facility,NEAREST CITY IF ARMSTRONG,British Columbia,11623.76045
2017,Sechelt Landfill,SECHELT,British Columbia,22138.01621
2017,Port Colborne Refinery,PORT COLBORNE,Ontario,18105.11
2017,Greater Vernon Recycling and Disposal Facility,NEAREST CITY IS VERNON,British Columbia,55206.64236
2017,Alix Malthouse,ALIX,Alberta,20653.9613
2017,les Entreprises Environementales Pierrefonds,PIERREFONDS,Quebec,93873.825
2017,Tupper West Field,SUNDOWN,British Columbia,17411.35505
2017,Tupper Field,TUPPER,British Columbia,14617.16575
2017,Dundas,DUNDAS,Ontario,22528.553
2017,Usine Vaudreuil,JONQUIERE,Quebec,521130.863
2017,Fearmans Pork-Sofina Foods Inc.,BURLINGTON,Ontario,14686.4668
2017,RMRSWA Landfill,ROCKY MOUNTAIN HOUSE,Alberta,13280.18
2017,Carbon,CARBON,Alberta,20264.8391
2017,DSO Timmins Project,SCHEFFERVILLE,Newfoundland and Labrador,43234.25
2017,Kola 12-24-010-29 W1M,KOLA,Manitoba,15368.375
2017,North American Lithium,LA CORNE,Quebec,20560.25891
2017,POUCE COUPE GAS PLANT,SPIRIT RIVER,Alberta,15847.0073
2017,Aitken Creek Plant,FORT ST. JOHN,British Columbia,21781.3731
2017,Fourth Creek Gas Plant,CALGARY,Alberta,16507.6535
2017,11-19 Compressor Station,SPIRIT RIVER,Alberta,13953.3394
2017,Cabin Gas Plant,FORT NELSON,British Columbia,12352.9258
2017,Agincourt Plant,TORONTO,Ontario,35951.45205
2017,Green Electron Power Plant,COURTRIGHT,Ontario,27186.839
2017,Pickering,PICKERING,Ontario,15136.28
2017,Carleton university,OTTAWA,Ontario,17276.3147
2017,St. David's Hydroponics,NIAGARA ON THE LAKE,Ontario,15483.48367
2017,Six Nations Natural Gas Company Limited,OHSWEKEN,Ontario,15376.567
2017,Worsley (Birchcliff) Sour Gas Plant,,Alberta,14396.105
2017,ARCELORMITTAL WINDSOR A DIVISION OF ARCELORMITTAL DOFASCO G.P.,WINDSOR,Ontario,29600.44045
2017,Oakville Trafalgar Memorial Hospital,OAKVILLE,Ontario,14126.58546
2017,Lakeridge Health Oshawa,OSHAWA,Ontario,11246.9147
2017,St. Joseph's Healthcare Hamilton,HAMILTON,Ontario,10174.55989
2017,980 Oliver Road,THUNDER BAY,Ontario,12692.20489
2017,Brantford Facility,BRANTFORD,Ontario,23474.6369
2017,Saguaro BC Linear Facilities Operation (LFO),BEATTON RIVER,British Columbia,85837.9358
2017,TEINE Coleville 3-14,COLEVILLE,Saskatchewan,21839.8095
2017,TEINE Denzil GP 9-33,DENZIL,Saskatchewan,17424.9091
2017,Niagara PVC Plant,THOROLD,Ontario,31182.84683
2017,TEINE Dodsland 13-12,NETHERHILL,Saskatchewan,11286.2487
2017,TEINE Dodsland 7-5,BEAUFIELD,Saskatchewan,11487.1905
2017,TEINE Dodsland BTY 12-3,DODSLAND,Saskatchewan,13276.7615
2017,TEINE Dodsland 8-34,DODSLAND,Saskatchewan,46018.8039
2017,TEINE Dodsland PRP 2-8,DODSLAND,Saskatchewan,12956.7201
2017,ArcelorMittal Long Products Canada G.P.,HAMILTON,Ontario,26690.39
2017,Sil Industrial Minerals Lamont Plant,BRUDERHEIM,Alberta,19624.7122
2017,Rio Tinto Fer et Titane inc. - HAVRE-SAINT-PIERRE,HAVRE-SAINT-PIERRE,Quebec,18706.239
2017,CCUM,MONTRÃAL,Quebec,36208.15
2017,Plant #1,STONEY CREEK,Ontario,11904.37378
2017,Division Goldex,VAL D'OR,Quebec,14014.01
2017,Lieu d'enfouissement Sanitiare de la Ville de Sherbrooke,SHERBROOKE,Quebec,64402.8885
2017,Usine Mont-Royal,MONTRÃAL,Quebec,16750.785
2017,McMaster University Medical Centre Co-generation Plant,HAMITON,Ontario,32711.57
2017,Juravinski Hospital and Cancer Center Cogeneration Plant,HAMILTON,Ontario,19634.04
2017,Hamilton General Hospital Cogeneration Plant,HAMILTON,Ontario,16215.46
2017,Fallsview Casino Resort,NIAGARA FALLS,Ontario,12252.0114
2017,Elleh Sweet Gas Plant,,British Columbia,18757.57957
2017,617885 Ontario Limited o/a Jem Farms,RUTHVEN,Ontario,10283.41
2017,Orangeline Farms Limited,LEAMINGTON,Ontario,11605.09
2017,Mastron Enterprises LTD,RUTHVEN,Ontario,21680.64
2017,Envirofresh Produce Inc.,SOMBRA,Ontario,11689.03
2017,Cervini Farms (1993) Inc.,LEAMINGTON,Ontario,12278.02
2017,DiCiocco Farms Eastside Inc.,LEAMINGTON,Ontario,20521.01
2017,1808278 Ontario Inc.,KINGSVILLE,Ontario,16655.67
2017,Twin Peaks Hydroponics Inc.,KINGSVILLE,Ontario,19287.26
2017,Great Northern Hydroponics,KINGSVILLE,Ontario,31335.46
2017,Truly Green Farms,CHATHAM,Ontario,16158.35
2017,Allegro Acres Inc.,RUTHVEN,Ontario,12299.0
2017,Ecotex Healthcare Linen Service LP,MISSISSAUGA,Ontario,10748.61
2017,Sun-Brite Foods Inc.,RUTHVEN,Ontario,11722.3
2017,SUPER-PUFFT SNACKS CORPORATION,MISSISSAUGA,Ontario,12615.14
2017,AMCO Farms Inc.,LEAMINGTON,Ontario,25856.53
2017,ARLANXEO WEST,SARNIA,Ontario,319596.714
2017,Division Laronde,ROUYN-NORANDA,Quebec,28181.35134
2017,POLYCON INDUSTRIES,Guelph,Ontario,42329.0201
2017,The Ottawa Hospital - Civic campus,OTTAWA,Ontario,12586.598
2017,Ingleside Plant,INGLESIDE,Ontario,19874.413
2017,TAQA CHINCHAGA C-32-H/94-H-8,,British Columbia,15866.9627
2017,TAQA LAPRISE A-40-E/94-H-5,,British Columbia,12580.8694
2017,University of Waterloo-GHG,WATERLOO,Ontario,33153.91
2017,Greenhill Produce (2),KENT BRIDGE,Ontario,28710.13
2017,Guelph,GUELPH,Ontario,10859.641
2017,Main Greenhouses,EXETER,Ontario,23248.32
2017,Mine ÃlÃ©onore,ROUYN-NORANDA,Quebec,24073.631
2017,RRX Beadle 13-19,KINDERSLEY,Saskatchewan,16863.386
2017,RRX Gleneath 12-11,,Saskatchewan,12370.551
2017,RRX Plato 1-31,RICHLEA,Saskatchewan,25544.331
2017,Ashbridges Bay Treatment Plant,TORONTO,Ontario,14645.1571
2017,Highland Creek Treatment Plant,TORONTO,Ontario,16432.4588
2017,Lieux d'enfouissement technique d'HÃ©bertville Station,HÃBERTVILLE-STATION,Quebec,19200.21
2017,Enwave Windsor Limited Parnership,WINDSOR,Ontario,11919.6614
2017,Stackpole PMDS,STRATFORD,Ontario,10349.54674
2017,GENPAK MISSISSAUGA,MISSISSAUGA,Ontario,14437.09
2017,Alderson West Sour Gas Plant,,Alberta,11067.637
2017,Countess Sour Gas Plant,,Alberta,21930.173
2017,Countess Makepeace Comp Stn 03-18-022-17W4,CALGARY,Alberta,10418.298
2017,Countess (Scandia) Sweet Gas Plant 04-12-018-17W4,CALGARY,Alberta,10760.356
2017,Natural Gas Distribution System,KINGSTON,Ontario,18406.8185
2017,LET Saint-Flavien,SAINT-FLAVIEN,Quebec,18989.74314
2017,Usine de PCC de Windsor,WINDSOR,Quebec,21545.0
2017,"Innophos Canada, Inc.",LOWBANKS,Ontario,33202.39
2017,Physical Resources Service,OTTAWA,Ontario,16693.06983
2017,Usine St-Laurent,SAINT-LAURENT,Quebec,23944.12
2017,Cambridge Manufacturing,CAMBRIDGE,Ontario,19313.917
2017,Calgary Plant,CALGARY,Alberta,29540.0
2017,IKO Hawkesbury,HAWKESBURY,Ontario,12484.04864
2017,IKO Madoc,MADOC,Ontario,20443.20263
2017,Complexe environnemental St-Michel,MONTRÃAL,Quebec,52552.412
2017,Vaudreuil-Dorion site,VAUDREUIL-DORION,Quebec,10.0
2017,Pepsico Aliments Canada - Usine de Lauzon,LÃVIS,Quebec,11059.9
2017,Montreal Wallboard/Finishing Plant,SAINTE-CATHERINE,Quebec,188.25
2017,Lieu d'enfouissement technique de Saint-CÃ´me-LiniÃ¨re,SAINT-CÃME-LINIÃRE,Quebec,40769.5659
2017,Usine St-Leonard,SAINT-LÃONARD,Quebec,10718.42
2017,1329606 Ontario Limited,LEAMINGTON,Ontario,13934.227
2017,Klassen Greenhouse Farms,COTTAM,Ontario,11269.107
2017,Mucci Farms Ltd.,KINGSVILLE,Ontario,29556.176
2017,Pomas Farms Inc.,STAPLES,Ontario,25007.39
2017,Sun Gro Farms Inc.,KINGSVILLE,Ontario,12247.459
2017,Agriville Farms Ltd,KINGSVILLE,Ontario,21689.975
2017,Southshore Greenhouses Inc.,KINGSVILLE,Ontario,14848.976
2017,Zochem,BRAMPTON,Ontario,16470.81
2017,Minto Mine,WHITEHORSE,Yukon,17536.87633
2017,Nature Fresh Plant 1,LEAMINGTON,Ontario,28016.053
2017,Nature Fresh Plant 2,LEAMINGTON,Ontario,11243.055
2017,Kapital Produce Ltd,RUTHVEN,Ontario,14259.018
2017,Platinum Produce,BLENHEIM,Ontario,18757.544
2017,J.C. Fresh Farms Ltd.,KINGSVILLE,Ontario,13550.506
2017,IKO Calgary,CALGARY,Alberta,10112.82881
2017,Great Lakes Greenhouses Inc.,LEAMINGTON,Ontario,26760.869
2017,Arriva 02-25 Gas Plant,FERRIER,Alberta,25047.71023
2017,Sunrite Greenhouses Ltd,KINGSVILLE,Ontario,16703.955
2017,Lieu d'enfouissement sanitaire Chibougamau,CHIBOUGAMAU,Quebec,15404.0
2017,Edmonton TELUS Toll,EDMONTON,Alberta,11496.35086
2017,Toronto Board Plant,MISSISSAUGA,Ontario,25302.0417
2017,Columbia Forest Products,HEARST,Ontario,14168.504
2017,Entice System 2 Sweet Gas Plant 01-24,,Alberta,15464.81036
2017,Entice Sweet Gas Plant 05-31,CALGARY,Alberta,15486.75523
2017,Torrington 08-28-032-26W4,RED DEER,Alberta,17590.96479
2017,16-07-29-26-W4M Acme,,Alberta,20362.69073
2017,NEVIS 12-07-041-22-W4,MIRROR,Alberta,22726.12789
2017,Irricana Compressor Station 10-22,,Alberta,12583.58154
2017,Torrington Comp Stn 08-31,,Alberta,10651.42081
2017,Ewing Lake Comp Stn 15-33,,Alberta,10723.89602
2017,Linden Comp Stn 07-11,,Alberta,10772.08611
2017,01-22-27-25-W4M Entice Comp Stn,IRRICANAA,Alberta,11103.7889
2017,Gayford Sweet Gas Plant 10-31,,Alberta,11109.63879
2017,NEVIS NORTH 06-11-042-23W4,MIRROR,Alberta,11375.09585
2017,14-35-29-24-W4M Swalwell Comp Stn,,Alberta,11536.39356
2017,Norfolk Gas Battery 13-13,,Alberta,12131.11862
2017,Gayford South Comp Stn 12-35,,Alberta,12387.62717
2017,06-24-039-23W4 Alix,STETTLER,Alberta,13407.4627
2017,Lyalta Comp Stn 14-26,,Alberta,13409.13861
2017,Twining Gas Battery and Comp Stn 12-10,,Alberta,14328.19875
2017,Winnipeg Malt Plant,WINNIPEG,Manitoba,15692.39929
2017,Chaplin,CHAPLIN,Saskatchewan,17000.0
2017,Prairie Malt Limited - Cargill,BIGGAR,Saskatchewan,24922.44243
2017,Max Aicher (North America) Limited,HAMILTON,Ontario,13077.002
2017,City of Moose Jaw (Landfill),MOOSE JAW,Saskatchewan,47161.0611
2017,West Yellowhead Regional Landfill,HINTON,Alberta,26733.88
2017,WDMLR Landfill,FERINTOSH,Alberta,43653.968
2017,Brock University,ST. CATHARINES,Ontario,28037.1836
2017,Alliance Pipeline Ltd. - BC Pipeline System,TAYLOR,British Columbia,22516.5883
2017,Copper Mountain Mine,PRINCETON,British Columbia,91754.02461
2017,Big Marble Farms,CYPRESS COUNTY,Alberta,10144.0
2017,LET RAGUENEAU,RAGUENEAU,Quebec,27502.4886
2017,PRAXAIR CANADA INC. PAT CARBON DIOXIDE PRODUCTION PLANT,MONTRÃAL,Quebec,49719.94
2017,Patterson Creek Gas Plant 11-21,GREENVIEW N16,Alberta,25318.816
2017,Rosa Flora Growers Limited,DUNNVILLE,Ontario,15490.603
2017,City of Cornwall Landfill Site,CORNWALL,Ontario,50244.6
2017,House Mountain GP 1-8-70-10W5,SWAN HILLS,Alberta,16645.9272
2017,UniversitÃ© de MontrÃ©al - Campus de la Montagne,MONTRÃAL,Quebec,16152.69285
2017,Foothills Boulevard Regional Landfill,PRINCE GEORGE,British Columbia,98305.05039
2017,Caribou Mine,BATHURST,New Brunswick,10759.4378
2017,McAdam Wallboard Plant,MCADAM,New Brunswick,13070.46479
2017,Winnipeg Wallboard Plant,WINNIPEG,Manitoba,12237.8468
2017,Transmission Mainline - AB,CALGARY,Alberta,35001.3379
2017,Glenrose Energy Centre,EDMONTON,Alberta,25929.7
2017,Tonolli Canada,Mississauga,Ontario,22353.157
2017,PPY Daiber d-044-C/094-B-16,DAIBER,British Columbia,14212.6643
2017,Elmira Facility,ELMIRA,Ontario,10126.8215
2017,Beare Road Landfill,SCARBOROUGH,Ontario,239576.1241
2017,HHR Karr 01-16-065-03W6,Grande Prairie,Alberta,26164.75
2017,HHR Gold Creek 09-03-068-04W6,Grande Prairie,Alberta,33099.32
2017,Kakwa Gas Battery 04-26-061-05W6,CALGARY,Alberta,46341.8947
2017,Thackeray Landfill,TORONTO,Ontario,44503.54919
2017,Mission Landfill,Mission,British Columbia,24385.2
2017,Linamar Gear,GUELPH,Ontario,19151.33566
2017,HHR Gold Creek 03-10-068-04W6,Grande Prairie,Alberta,9675.08
2017,Tamarack Minnehick Oil Battery 04-14-044-05 W5M,CALGARY,Alberta,16518.454
2017,6-21-38-20W4M,STETTLER,Alberta,13061.1782
2017,Kakwa Gas Processing 01-35-060-05W6,CALGARY,Alberta,21847.5763
2017,North Hoosier Oil Battery 13-21-032-27 W3M,COLEVILLE,Saskatchewan,26807.818
2017,VEHCOM MANUFACTURING,GUELPH,Ontario,10590.12113
2017,WEST FRASER MILLS - WILLIAMS LAKE,WILLIAMS LAKE,British Columbia,11376.8371
2017,"Chetwynd Forest Industries, a Division of West Fraser Mills Ltd.",CHETWYND,British Columbia,12550.1276
2017,Donkin Mine,Donkin,Nova Scotia,75265.0612
2017,Montreal Plant (024),MontrÃ©al,Quebec,35222.303
2017,Astra Lampman 08-03-05-06 W2M,Lampman,Saskatchewan,13410.8138
2017,Astra 16-19-002-04 W2M,Hirsch,Saskatchewan,11077.7702
2017,Nylene Canada Inc.,Arnprior,Ontario,10093.969
2017,Mitsue Plant,MD of Lesser Slave River N0. 124,Alberta,20433.9145
2017,LET de Saint-Rosaire,Saint-Rosaire,Quebec,106590.441
2017,Bailey Sanitary Landfill,Chilliwack,British Columbia,46605.44158
2017,Limestone CS 04-36,Clearwater County,Alberta,22076.822
2017,Canoe Forest Products,Canoe,British Columbia,18121.7933
